PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1043919","Sollander, Kristina [solkri] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell organisation och produktion [123]) (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH. Forskningsmiljö Industriell produktion [9351]);Hilletofth, Per [hilper] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell organisation och produktion [123]) (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH. Forskningsmiljö Industriell produktion [9351]);Eriksson, David [ERIDAV] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH, Industriell organisation och produktion [123]) (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH. Forskningsmiljö Industriell produktion [9351])","Motiv till återflyttning av produktion till Sverige","Konferensbidrag","Refereegranskat","swe","","","","","","","Proceedings of the Plan Research Conference, Växjö, 19-20 oktober, 2016.","","","2016","","","","Plan","","","","","","","","","","","urn:nbn:se:hj:diva-32179","","","","Företagsekonomi (50202);Transportteknik och logistik (20105)","","","","<p>De senaste åren har en ny inriktning börjat växa fram där företag ser behov av att ha produktion och/eller leverantörer närmare kunden. Återflyttning av produktion (reshoring) har därför fått ökad uppmärksamhet. Syftet med den här studien är att identifiera motiv till återflyttning av produktion till Sverige. Studien har genomförts i två steg. Först genomfördes en litteraturstudie för att identifiera vilka motiv som beskrivs i litteraturen. Därefter genomfördes en fallstudie för att identifiera vilka motiv som finns i en svensk kontext. Studien påvisar att en majoritet av motiven till reshoring, som beskrivs i litteraturen, ä raktuella i en svensk kontext. Utav de 38 motiv som identifierats i litteraturen har 21 återfunnits i fallstudien. Utöver att bekräfta flera av motiven till reshoring från litteraturen har den här studien även påvisat fem nya motiv. Fallföretagens främsta motiv till att reshora varierar, vilket tyder på att det finns kontextuella faktorer att beakta.</p>","","","","","","","","","","","","","2016-11-01","2016-11-01","2017-02-13"
"873808","Thornell, Greger [gth12095] (Uppsala universitet [978], Teknisk-naturvetenskapliga vetenskapsområdet [1031], Tekniska sektionen [1032], Institutionen för teknikvetenskaper [1035], Mikrosystemteknik [5371]);Klintberg, Lena [lkl28025] (Uppsala universitet [978], Teknisk-naturvetenskapliga vetenskapsområdet [1031], Tekniska sektionen [1032], Institutionen för teknikvetenskaper [1035], Mikrosystemteknik [5371])","Konceptinventering för förstaårsstudenter på ett civilingenjörsprogram : vägen dit samt ett parintressanta ”destinationer”","Konferensbidrag","Refereegranskat","swe","","","","","","","5:e Utvecklingskonferensen för Sveriges ingenjörsutbildningar","85","88","2015","","","Uppsala","","","","","","http://files.webb.uu.se/uploader/952/Proceedings.pdf#__utma=1.1471381985.1409122585.1448435318.1448437638.57&__utmb=1.4.10.1448437638&__utmc=1&__utmx=-&__utmz=1.1448280516.55.13.utmcsr=google|utmccn=%28organic%29|utmcmd=organic|utmctr=%28not%20provided%29&__utmv=-&__utmk=215388695","","","","","","urn:nbn:se:uu:diva-267625","","","konceptinventering;materialvetenskap;teknologer;teknisk fysik;test;förkunskaper","Övrig annan teknik (21199);Pedagogik (50301)","Education","","","<p>Användningen av en s k konceptinventering – här 20 flervalsfrågor kring centrala begrepp och samband – på en inledande kurs i materialvetenskap under tre år, identifierar återkommande ett antal särskilt svåra koncept, som inte nödvändigtvis tillhör de som förmodats tillkomma under kursen, samten både ganska typisk och måttlig ökning (eller till och med minskning) av förståelse mellan för- och eftertest. En uppföljande undersökning bland studenterna indikerar värden vid sidan av de rent undervisningsrelaterade, t ex att kursinnehållet bättre definieras och att medvetenheten om egna förkunskapsbrister och egen utveckling ökar.</p>","","","","","","","","","","","","","2015-11-25","2015-11-25","2015-11-25"
"886560","Torstensson, Håkan [hot] (Högskolan i Borås [16300], Institutionen Ingenjörshögskolan [17062])","Risker värda att tänka på","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","","","","2006","","","","","","","","","","","","","","","urn:nbn:se:hb:diva-5878","2320/3346","","","Teknik och teknologier (2)","","","","","","","","","","","","","","","","","2015-12-22","2015-12-22",""
"1000931","Wallström, Peter [petwal] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Vennström, Anders [andwan] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Olofsson, Thomas [thoolo] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040])","Mätning och uppföljning av byggprojekt med fokus på produktivitet, resurs- och materialflöden","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2011 – Logistik i praktisk tillämpning","81","93","2011","","","Stockholm","Logistikföreningen Plan","","","","978-91-976444-5-7","","","","","","","urn:nbn:se:ltu:diva-27742","148347e1-4345-4429-88c6-606f93577908","","","Byggproduktion (20102)","Construction Engineering and Management","","Godkänd; 2011; 20111019 (ysko)","<p>Byggbranschen beskrivs ha begränsade möjligheter att utveckla av materialoch produktionsstyrningsstrategier på grund av temporära projektorganisationer och försörjningskedjor. Operativa strategier, som exempelvis val av produktionsmetod och material, kan ge betydande konkurrensfördelar. Idag mäts det emellertid inte i så stor utsträckning på aktivitets- eller processnivå där mått som ledtid och produktivitetsnivå kan bidra till utveckling. Syftet med denna studie är att undersöka förutsättningarna för att mäta materialflöden på byggplatsen. Avslutade och pågående byggprojekt har studerats med avseende på olika byggmaterial för att undersöka om skillnader i materialstyrning fanns. Ett problem med informationshanteringen var den bristfälliga dokumenteringen och spårbarheten, exempelvis saknades dokumentation för flera ton armering. Olika typer av mått inom organisation, tillverkande industri och byggprojekt presenteras. Dessutom presenteras ett alternativt mått, lagerperioder, som mäter tiden material ligger på byggarbetsplatsen innan inbyggnad. Datainsamling är ofta tidskrävande och fokus bör läggas på att kunna registrera tidpunkter för den operativa rapporteringen av händelser som sker kontinuerligt under ett byggprojekt framför att mäta och beräkna specifika mått. Avslutade projekt bör sparas i en databas med så låg aggregering som möjligt av projektdatan för att i efterhand kunna avgöra önskat aggregeringsnivå. Detta för att möjliggöra analyser på aktivitets- och processnivå.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1794086","Werner, Sven [svewer] (Borås Energi, Borås, Sverige)","Erfarenheter av flödesbegränsare i abonnentcentraler","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","","1","14","1992","","","","","","","","","","","","","","","urn:nbn:se:hh:diva-51577","","","district heating;substation;flow limiter;Borås Energi;fjärrvärme;abonnentcentral;flödesbegränsare;Borås Energi","Energiteknik (20304)","","","","<p>Borås Energi har totalt installerat omkring 700 flödesbegränsare i abonnentcentraler tom 1991. I detta papper redovisas kortfattat våra motiv för dessa installationer och våra erfarenheter. Dessutom redovisas flödesbegränsarens funktion och en del information om flödesbegränsare som produkt.</p>;<p>Borås Energi has installed a total of around 700 flow limiters in district heating units until 1991. This paper briefly describes our motives for these installations and our experiences. In addition, the function of the flow restrictor and some information about flow restrictors as a product are reported.</p>","","","","","","","","","","","","","2023-09-04","2023-09-04","2023-12-08"
"1001945","Westerberg, Lars-Göran [lgwe] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Strömningslära och experimentell mekanik [875053]);Åkerstedt, Hans O. [hake] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002])","2D solutions to the compressible solar wind flow near a reconnection site at the dayside magnetopause","Konferensbidrag","Refereegranskat","swe","","","","","","","Neue Wege der Multiphysik Simulation : FEMLAB Konferenz 2005 ; 02. - 04. November 2005, Arabella Sheraton Grand Hotel, Frankfurt ; proceedings","","","2005","","","Göttingen","FEMLAB","","","","","","","","","","","urn:nbn:se:ltu:diva-28741","2a2b1881-d700-4e4b-a2e5-787091bcece5","","","Strömningsmekanik och akustik (20306)","Fluid Mechanics","","Godkänd; 2005; 20110216 (lgwe)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1009088","Westring-Nordh, Marianne [marwes] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Arbetsvetenskap [875019]);Källgren, Gun (Söderhamns kommun);Enström, Christina (Söderhamns kommun);Sundkvist, Agnetha (Söderhamns kommun);Holgersson, Margareta (Söderhamns kommun);Hedberg, Mats (Söderhamns kommun);Rasmussen, Margaretha (Söderhamns kommun)","Kan interaktiv deltagarbaserad forskning vara en väg att mobilisera ""förändringsutmattade"" människor?","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Nordisk forsknings- och utvecklingskonferens : HSS-03 högskolor och samhälle i samverkan, Ronneby 14-16 maj 2003","","","2003","","","","Blekinge Tekniska Högskola","","","","","http://www.bth.se/exr/hss03.nsf/(WebFiles)/9BFF917729E186A2C1256D210069E6F7/$FILE/Westring%20Nordh.pdf","","","","","","urn:nbn:se:ltu:diva-35834","a846d050-2565-11dc-b6d3-000ea68e967b","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Man Machine Relation Focusing Gender","","Godkänd; 2003; 20070628 (andbra)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1006270","Wiklund, Håkan [hakan_w] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020])","Studentdrivet förbättringsarbete : tillämpning av fokusgrupper och andra utvärderingsinstrumentför ökad studenttillfredsställelse","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Kvalitetskonferens 1998","","","1998","","","","Högskoleverket","","","","","","","","","","","urn:nbn:se:ltu:diva-33035","7c623360-c4fe-11dc-af05-000ea68e967b","","","Tillförlitlighets- och kvalitetsteknik (20305)","Quality Technology and Management","","Godkänd; 1998; 20080117 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"385072","Wikner, Joakim [wjoa] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH. Forskningsområde Industriell organisation och produktion [146]) (Logistik);Bäckstrand, Jenny [bacj] (Högskolan i Jönköping [101], Tekniska Högskolan [118], JTH. Forskningsområde Industriell organisation och produktion [146]) (Logistics)","Strategiska frikopplingspunkter och samverkan i försörjningskedjor","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2010 : Efterfrågedrivna försörjningskedjor","111","122","2010","","","Stockholm","Logistikföreningen PLAN","PLANs Forsknings- och tillämpningskonferens","","","978-91-976444-4-0","","","","","","","urn:nbn:se:hj:diva-14260","","","Inköp; frikopplingspunkter;försörjningskedjor","Annan maskinteknik (20399)","","KOPeration","<p>Även publicerad i <em>Bättre produktivitet</em> ISSN: 1402-1145. 2010, nr 8 s. 8-13</p>","<p>Ledning och styrning av försörjningskedjor kräver en god överblick över kedjornas grundläggande strukturella egenskaper och över hur samverkan mellan olika aktörer i kedjorna formeras. Fundamentala egenskaper ur detta perspektiv är hur verksamhetens processer är strukturerade och ur vilken utgångspunkt de är definierade. För att säkerställa att processer genomförs endast då ett behov är identifierat är det viktigt att fokusera på centrala processdrivare i flödet. Förutom att avgöra vad som initierar en process är det också viktigt hur, och av vilken aktör, processen planeras och styrs. Om en aktör har full kontroll över processen kan processen betecknas som styrbar ur den aktörens perspektiv men om den ligger utanför aktörens kontroll så kan den på motsvarande sätt beteckna som ostyrbar. Beroende på vilken aktör som styr en process och om samma eller en annan aktör genomför processen så skapas olika förutsättningar för utformning av hur dessa aktörer samverkar. Traditionellt har den typen av frågor, kopplat till leverantörssamverkan, behandlats inom inköpsstrategin. För att illustrera hur produktions- och inköpsstrategi kan knytas närmare varandra exemplifieras detta med hur den välkända Kraljic-modellen kan integreras i ett processbaserade ramverket med hjälp av fokus på ordervinnare.</p>","","","","","","","","","","","","","2011-01-11","2011-01-11","2018-04-10"
"1013967","Wåhlin, Anders [awn] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002]);Finnström, Marie [marie] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Strömningslära och experimentell mekanik [875053])","Mekanikundervisning i smågrupper","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Kvalitetskonferens 2001","","","2001","","","","Högskoleverket","","","","","","","","","","","urn:nbn:se:ltu:diva-40445","f968ad80-c4f9-11dc-af05-000ea68e967b","","","Strömningsmekanik och akustik (20306);Teknisk mekanik (20301)","Fluid Mechanics;Experimental Mechanics","","Godkänd; 2001; 20080117 (ysko)","","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-06"
